TIMESTAMP,RECORD,Day_of_Year,Hour,VWC_1_Avg,EC_1_Avg,ST_1_Avg,P_1_Avg,PA_1_Avg,VR_1_Avg,VWC_2_Avg,EC_2_Avg,ST_2_Avg,P_2_Avg,PA_2_Avg,VR_2_Avg,VWC_3_Avg,EC_3_Avg,ST_3_Avg,P_3_Avg,PA_3_Avg,VR_3_Avg,SWE_mv_Avg,JUDD_AT_Avg,JUDD_Depth_Avg,Judd_offset_Avg,TT_C,SBT_C
8/14/17 16:30,12,226,1630,NAN,0.001,16.69,2.151,1.162,1.001,NAN,0,0,0,0,0,0.161,0.021,12.41,8.62,1.43,1.028,NAN,NAN,246,0,NAN,-65.08
8/14/17 16:45,13,226,1645,NAN,0.001,16.69,2.151,1.162,1.001,NAN,0,0,0,0,0,0.161,0.022,12.4,8.62,1.43,1.028,NAN,NAN,245.3,0,NAN,-65.6
8/14/17 17:00,14,226,1700,NAN,0.001,16.48,2.313,1.169,1.001,NAN,0,0,0,0,0,0.161,0.022,12.42,8.62,1.43,1.028,NAN,NAN,244.8,0,NAN,-65.98
8/14/17 17:15,15,226,1715,0.07,0.002,13.56,4.592,1.266,1.002,NAN,0,0,0,0,0,0.161,0.021,12.39,8.62,1.43,1.028,NAN,NAN,244.1,0,NAN,-66.54
8/14/17 17:30,16,226,1730,NAN,0.002,13.56,4.592,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.4,8.62,1.43,1.028,NAN,NAN,243.8,0,NAN,-67.03
8/14/17 17:45,17,226,1745,NAN,0.002,13.56,4.592,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.4,8.62,1.43,1.028,NAN,NAN,243,0,NAN,-67.54
8/14/17 18:00,18,226,1800,NAN,0.002,13.56,4.592,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.38,8.62,1.43,1.028,NAN,NAN,242.4,0,NAN,-67.89
8/14/17 18:15,19,226,1815,NAN,0.002,13.6,4.591,1.266,1.002,NAN,0,0,0,0,0,0.161,0.021,12.38,8.62,1.43,1.028,NAN,NAN,242,0,NAN,-68.26
8/14/17 18:30,20,226,1830,NAN,0.002,13.6,4.591,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.4,8.62,1.43,1.028,NAN,NAN,241.3,0,NAN,-68.72
8/14/17 18:45,21,226,1845,NAN,0.002,13.81,4.427,1.259,1.002,NAN,0,0,0,0,0,0.161,0.022,12.38,8.62,1.43,1.028,NAN,NAN,240.9,0,NAN,-69.01
8/14/17 19:00,22,226,1900,0.011,0.001,16.47,2.293,1.168,1.001,NAN,0,0,0,0,0,0.161,0.022,12.4,8.62,1.43,1.028,NAN,NAN,240.6,0,NAN,-69.5
8/14/17 19:15,23,226,1915,NAN,0.002,13.64,4.591,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.39,8.62,1.43,1.028,NAN,NAN,240.3,0,NAN,-69.7
8/14/17 19:30,24,226,1930,NAN,0.002,13.64,4.591,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.39,8.62,1.43,1.028,NAN,NAN,239.7,0,NAN,-70.01
8/14/17 19:45,25,226,1945,NAN,0.002,13.64,4.591,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.37,8.62,1.43,1.028,NAN,NAN,239.2,0,NAN,-70.33
8/14/17 20:00,26,226,2000,NAN,0.002,13.64,4.592,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.38,8.62,1.43,1.028,NAN,NAN,239,0,NAN,-70.65
8/14/17 20:15,27,226,2015,NAN,0.001,13.61,4.596,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.39,8.62,1.43,1.028,NAN,NAN,238.3,0,NAN,-70.98
8/14/17 20:30,28,226,2030,NAN,0.001,13.61,4.596,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.35,8.62,1.43,1.028,NAN,NAN,237.7,0,NAN,-71.44
8/14/17 20:45,29,226,2045,NAN,0.001,13.61,4.596,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.38,8.62,1.43,1.028,NAN,NAN,236.5,0,NAN,-72.03
8/14/17 21:00,30,226,2100,NAN,0.001,13.62,4.596,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.37,8.62,1.43,1.028,NAN,NAN,236.2,0,NAN,-72.52
8/14/17 21:15,31,226,2115,NAN,0.001,13.7,4.594,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.37,8.62,1.43,1.028,NAN,NAN,235.5,0,NAN,-73.03
8/14/17 21:30,32,226,2130,NAN,0.001,13.7,4.594,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.38,8.62,1.43,1.028,NAN,NAN,234.5,0,NAN,-73.16
8/14/17 21:45,33,226,2145,NAN,0.001,13.86,4.43,1.259,1.002,NAN,0,0,0,0,0,0.161,0.022,12.38,8.62,1.43,1.028,NAN,NAN,233.5,0,NAN,-73.84
8/14/17 22:00,34,226,2200,NAN,0.001,16.04,2.133,1.161,1,NAN,0,0,0,0,0,0.161,0.022,12.36,8.62,1.43,1.028,NAN,NAN,232.6,0,NAN,-73.98
8/14/17 22:15,35,226,2215,NAN,0.001,15.89,2.297,1.168,1,NAN,0,0,0,0,0,0.161,0.022,12.38,8.62,1.43,1.028,NAN,NAN,231.6,0,NAN,-74.41
8/14/17 22:30,36,226,2230,NAN,0.001,13.78,4.595,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.37,8.62,1.43,1.028,NAN,NAN,231.2,0,NAN,-74.7
8/14/17 22:45,37,226,2245,NAN,0.001,13.78,4.595,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.37,8.62,1.43,1.028,NAN,NAN,230.8,0,NAN,-75
8/14/17 23:00,38,226,2300,NAN,0.001,13.9,4.429,1.259,1.002,NAN,0,0,0,0,0,0.161,0.022,12.38,8.62,1.43,1.028,NAN,NAN,230.5,0,NAN,-75.62
8/14/17 23:15,39,226,2315,NAN,0.001,15.65,2.109,1.16,1.001,NAN,0,0,0,0,0,0.161,0.022,12.35,8.62,1.43,1.028,NAN,NAN,228.8,0,NAN,-75.95
8/14/17 23:30,40,226,2330,NAN,0.001,15.64,2.109,1.16,1.001,NAN,0,0,0,0,0,0.161,0.022,12.35,8.62,1.43,1.028,NAN,NAN,227.6,0,NAN,-76.11
8/14/17 23:45,41,226,2345,NAN,0.001,15.54,2.108,1.16,1.001,NAN,0,0,0,0,0,0.161,0.022,12.35,8.65,1.431,1.028,NAN,NAN,227.5,0,NAN,-76.44
8/15/17 0:00,42,227,0,NAN,0.001,15.54,2.108,1.16,1.001,NAN,0,0,0,0,0,0.161,0.022,12.36,8.62,1.43,1.028,NAN,NAN,226.5,0,NAN,-76.79
8/15/17 0:15,43,227,15,NAN,0.001,15.43,2.274,1.167,1.001,NAN,0,0,0,0,0,0.161,0.022,12.36,8.62,1.43,1.028,NAN,NAN,226,0,NAN,-76.79
8/15/17 0:30,44,227,30,0.07,0.001,13.8,4.595,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.36,8.62,1.43,1.028,NAN,NAN,225,0,NAN,-77.14
8/15/17 0:45,45,227,45,NAN,0.001,13.8,4.595,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.38,8.65,1.431,1.028,NAN,NAN,225.2,0,NAN,-77.51
8/15/17 1:00,46,227,100,NAN,0.001,13.8,4.595,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.37,8.62,1.43,1.028,NAN,NAN,224.1,0,NAN,-77.51
8/15/17 1:15,47,227,115,NAN,0.001,13.87,4.43,1.259,1.002,NAN,0,0,0,0,0,0.161,0.022,12.38,8.62,1.43,1.028,NAN,NAN,224,0,NAN,-77.69
8/15/17 1:30,48,227,130,NAN,0,14.87,2.116,1.16,1,NAN,0,0,0,0,0,0.161,0.021,12.35,8.62,1.43,1.028,NAN,NAN,223.5,0,NAN,-78.07
8/15/17 1:45,49,227,145,NAN,0,14.87,2.116,1.16,1,NAN,0,0,0,0,0,0.161,0.021,12.37,8.62,1.43,1.028,NAN,NAN,222.8,0,NAN,-78.27
8/15/17 2:00,50,227,200,NAN,0,14.85,2.115,1.16,1,NAN,0,0,0,0,0,0.161,0.022,12.36,8.62,1.43,1.028,NAN,NAN,222.8,0,NAN,-78.27
8/15/17 2:15,51,227,215,NAN,0.001,14.62,2.109,1.16,1.001,NAN,0,0,0,0,0,0.161,0.022,12.38,8.65,1.431,1.028,NAN,NAN,222.4,0,NAN,-78.67
8/15/17 2:30,52,227,230,NAN,0.001,14.61,2.109,1.16,1.001,NAN,0,0,0,0,0,0.161,0.022,12.37,8.62,1.43,1.028,NAN,NAN,221.7,0,NAN,-78.87
8/15/17 2:45,53,227,245,0.006,0.001,14.48,2.112,1.16,1,NAN,0,0,0,0,0,0.161,0.022,12.38,8.65,1.431,1.028,NAN,NAN,221.3,0,NAN,-78.87
8/15/17 3:00,54,227,300,NAN,0.001,14.4,2.107,1.16,1.001,NAN,0,0,0,0,0,0.161,0.022,12.37,8.65,1.431,1.028,NAN,NAN,220.8,0,NAN,-79.08
8/15/17 3:15,55,227,315,NAN,0.001,14.39,2.107,1.16,1.001,NAN,0,0,0,0,0,0.161,0.022,12.4,8.62,1.43,1.028,NAN,NAN,220.6,0,NAN,-79.29
8/15/17 3:30,56,227,330,0.006,0.001,14.26,2.111,1.16,1.001,NAN,0,0,0,0,0,0.161,0.022,12.38,8.65,1.431,1.028,NAN,NAN,220.6,0,NAN,-79.29
8/15/17 3:45,57,227,345,0.011,0.001,14.12,2.278,1.167,1.001,NAN,0,0,0,0,0,0.161,0.021,12.38,8.63,1.43,1.028,NAN,NAN,220.3,0,NAN,-79.5
8/15/17 4:00,58,227,400,NAN,0.001,13.86,4.594,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.4,8.65,1.431,1.028,NAN,NAN,219.8,0,NAN,-79.72
8/15/17 4:15,59,227,415,NAN,0.001,13.86,4.594,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.36,8.65,1.431,1.028,NAN,NAN,220.2,0,NAN,-79.94
8/15/17 4:30,60,227,430,NAN,0.001,13.86,4.594,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.35,8.65,1.431,1.028,NAN,NAN,219.9,0,NAN,-79.72
8/15/17 4:45,61,227,445,NAN,0.001,13.85,4.427,1.259,1.002,NAN,0,0,0,0,0,0.161,0.022,12.39,8.66,1.431,1.028,NAN,NAN,219.5,0,NAN,-79.94
8/15/17 5:00,62,227,500,NAN,0.001,13.74,2.092,1.159,1,NAN,0,0,0,0,0,0.161,0.022,12.35,8.65,1.431,1.028,NAN,NAN,219.2,0,NAN,-79.72
8/15/17 5:15,63,227,515,NAN,0.001,13.73,2.092,1.159,1,NAN,0,0,0,0,0,0.161,0.022,12.36,8.65,1.431,1.028,NAN,NAN,218.8,0,NAN,-80.2
8/15/17 5:30,64,227,530,NAN,0.001,13.58,2.092,1.159,1,NAN,0,0,0,0,0,0.161,0.022,12.36,8.65,1.431,1.028,NAN,NAN,218.7,0,NAN,-80.4
8/15/17 5:45,65,227,545,NAN,0.001,13.58,2.092,1.159,1,NAN,0,0,0,0,0,0.161,0.022,12.37,8.66,1.431,1.028,NAN,NAN,218,0,NAN,-80.4
8/15/17 6:00,66,227,600,NAN,0.001,13.57,2.092,1.159,1,NAN,0,0,0,0,0,0.161,0.022,12.39,8.65,1.431,1.028,NAN,NAN,217.8,0,NAN,-80.6
8/15/17 6:15,67,227,615,NAN,0.001,13.34,2.087,1.159,1.001,NAN,0,0,0,0,0,0.161,0.022,12.39,8.65,1.431,1.028,NAN,NAN,217.9,0,NAN,-80.6
8/15/17 6:30,68,227,630,NAN,0.001,13.37,2.254,1.166,1.001,NAN,0,0,0,0,0,0.161,0.022,12.39,8.65,1.431,1.028,NAN,NAN,217.3,0,NAN,-80.6
8/15/17 6:45,69,227,645,0.066,0.002,13.76,4.425,1.259,1.002,NAN,0,0,0,0,0,0.161,0.022,12.39,8.65,1.431,1.028,NAN,NAN,216.6,0,NAN,-80.6
8/15/17 7:00,70,227,700,NAN,0.001,13.16,2.089,1.159,1.001,NAN,0,0,0,0,0,0.161,0.022,12.38,8.65,1.431,1.028,NAN,NAN,216.9,0,NAN,-80.6
8/15/17 7:15,71,227,715,NAN,0.001,13.16,2.089,1.159,1.001,NAN,0,0,0,0,0,0.161,0.022,12.39,8.65,1.431,1.028,NAN,NAN,216.5,0,NAN,-81.1
8/15/17 7:30,72,227,730,0.006,0.001,13.02,2.092,1.159,1,NAN,0,0,0,0,0,0.161,0.022,12.41,8.66,1.431,1.028,NAN,NAN,216.7,0,NAN,-80.6
8/15/17 7:45,73,227,745,NAN,0.001,12.94,2.089,1.159,1.001,NAN,0,0,0,0,0,0.161,0.022,12.38,8.65,1.431,1.028,NAN,NAN,217.1,0,NAN,-80.4
8/15/17 8:00,74,227,800,NAN,0.001,12.94,2.089,1.159,1.001,NAN,0,0,0,0,0,0.161,0.022,12.42,8.65,1.431,1.028,NAN,NAN,216.9,0,NAN,-80.2
8/15/17 8:15,75,227,815,NAN,0.001,12.94,2.089,1.159,1.001,NAN,0,0,0,0,0,0.161,0.022,12.38,8.66,1.431,1.028,NAN,NAN,218.3,0,NAN,-79.5
8/15/17 8:30,76,227,830,NAN,0.001,12.92,2.088,1.159,1.001,NAN,0,0,0,0,0,0.161,0.022,12.41,8.65,1.431,1.028,NAN,NAN,220.4,0,NAN,-78.87
8/15/17 8:45,77,227,845,0.005,0.001,12.71,2.085,1.159,1.001,NAN,0,0,0,0,0,0.161,0.022,12.39,8.65,1.431,1.028,NAN,NAN,222.2,0,NAN,-77.88
8/15/17 9:00,78,227,900,NAN,0.001,12.71,2.085,1.159,1.001,NAN,0,0,0,0,0,0.161,0.022,12.4,8.66,1.431,1.028,NAN,NAN,224,0,NAN,-76.79
8/15/17 9:15,79,227,915,NAN,0.001,12.71,2.085,1.159,1.001,NAN,0,0,0,0,0,0.161,0.022,12.38,8.65,1.431,1.028,NAN,NAN,225.6,0,NAN,-75.78
8/15/17 9:30,80,227,930,NAN,0.001,12.71,2.085,1.159,1.001,NAN,0,0,0,0,0,0.161,0.022,12.4,8.65,1.431,1.028,NAN,NAN,227.9,0,NAN,-74.7
8/15/17 9:45,81,227,945,NAN,0.001,12.78,2.252,1.166,1.001,NAN,0,0,0,0,0,0.161,0.022,12.41,8.65,1.431,1.028,NAN,NAN,230,0,NAN,-73.57
8/15/17 10:00,82,227,1000,NAN,0.001,13.72,4.596,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.35,8.65,1.431,1.028,NAN,NAN,232.8,0,NAN,-72.39
8/15/17 10:15,83,227,1015,NAN,0.001,13.72,4.596,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.4,8.65,1.431,1.028,NAN,NAN,235,0,NAN,-70.76
8/15/17 10:30,84,227,1030,NAN,0.001,13.72,4.596,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.39,8.65,1.431,1.028,NAN,NAN,237.3,0,NAN,-69.1
8/15/17 10:45,85,227,1045,NAN,0.001,13.72,4.596,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.41,8.65,1.431,1.028,NAN,NAN,239.4,0,NAN,-67.54
8/15/17 11:00,86,227,1100,NAN,0.001,13.68,4.43,1.259,1.002,NAN,0,0,0,0,0,0.161,0.022,12.39,8.66,1.431,1.028,NAN,NAN,240.2,0,NAN,-65.9
8/15/17 11:15,87,227,1115,0.01,0.001,13.13,2.276,1.167,1.001,NAN,0,0,0,0,0,0.161,0.022,12.37,8.65,1.431,1.028,NAN,NAN,241.7,0,NAN,-64.51
8/15/17 11:30,88,227,1130,0.066,0.002,13.64,4.425,1.259,1.002,NAN,0,0,0,0,0,0.161,0.022,12.46,8.62,1.43,1.029,NAN,NAN,242.1,0,NAN,-63.36
8/15/17 11:45,89,227,1145,0.01,0.001,13.46,2.274,1.167,1.001,NAN,0,0,0,0,0,0.161,0.021,12.4,8.62,1.43,1.028,NAN,NAN,242.7,0,NAN,-62.3
8/15/17 12:00,90,227,1200,NAN,0.002,13.63,4.592,1.266,1.002,NAN,0,0,0,0,0,0.161,0.021,12.39,8.62,1.43,1.028,NAN,NAN,246.5,0,NAN,-61.2
8/15/17 12:15,91,227,1215,NAN,0.002,13.63,4.592,1.266,1.002,NAN,0,0,0,0,0,0.161,0.022,12.38,8.62,1.43,1.028,NAN,NAN,249.6,0,NAN,-60.07
8/15/17 12:30,92,227,1230,NAN,0.002,13.71,4.428,1.259,1.002,NAN,0,0,0,0,0,0.161,0.022,12.4,8.62,1.43,1.028,NAN,NAN,251.5,0,NAN,-59.41
8/15/17 12:45,93,227,1245,NAN,0.001,14.83,2.127,1.161,1.001,NAN,0,0,0,0,0,0.161,0.021,12.38,8.62,1.43,1.028,NAN,NAN,251.8,0,NAN,-58.93
8/15/17 13:00,94,227,1300,NAN,0.001,14.75,2.29,1.168,1.001,NAN,0,0,0,0,0,0.161,0.021,12.38,8.62,1.43,1.028,NAN,NAN,252.6,0,NAN,-58.78
8/15/17 13:15,95,227,1315,0.069,0.002,13.55,4.567,1.265,1.002,NAN,0,0,0,0,0,0.161,0.022,12.38,8.62,1.43,1.028,NAN,NAN,253.4,0,NAN,-59.51
8/15/17 13:30,96,227,1330,0.065,0.002,13.73,4.405,1.258,1.002,NAN,0,0,0,0,0,0.161,0.022,12.38,8.62,1.43,1.028,NAN,NAN,251,0,NAN,-60.76
8/15/17 13:45,97,227,1345,0.007,0.001,16.15,2.134,1.161,1,NAN,0,0,0,0,0,0.161,0.022,12.37,8.62,1.43,1.028,NAN,NAN,246.9,0,NAN,-62
8/15/17 14:00,98,227,1400,0.007,0.001,16.31,2.129,1.161,1.001,NAN,0,0,0,0,0,0.161,0.022,12.38,8.62,1.43,1.028,NAN,NAN,246.1,0,NAN,-63.11
8/15/17 14:15,99,227,1415,0.007,0.001,16.51,2.131,1.161,1.001,NAN,0,0,0,0,0,0.161,0.022,12.4,8.62,1.43,1.029,NAN,NAN,245.5,0,NAN,-63.62
8/15/17 14:30,100,227,1430,0.007,0.001,16.6,2.134,1.161,1,NAN,0,0,0,0,0,0.161,0.022,12.4,8.62,1.43,1.028,NAN,NAN,244.9,0,NAN,-64.3
8/15/17 14:45,101,227,1445,0.007,0.001,16.72,2.128,1.161,1.001,NAN,0,0,0,0,0,0.161,0.022,12.39,8.62,1.43,1.028,NAN,NAN,244.7,0,NAN,-64.86
8/15/17 15:00,102,227,1500,NAN,0.001,16.72,2.128,1.161,1.001,NAN,0,0,0,0,0,0.161,0.022,12.37,8.62,1.43,1.028,NAN,NAN,245.1,0,NAN,-65.52
8/15/17 15:15,103,227,1515,NAN,0.001,16.72,2.128,1.161,1.001,NAN,0,0,0,0,0,0.161,0.022,12.38,8.62,1.43,1.028,NAN,NAN,244.6,0,NAN,-66.06
8/15/17 15:30,104,227,1530,NAN,0.001,16.51,2.29,1.168,1.001,NAN,0,0,0,0,0,0.161,0.022,12.38,8.62,1.43,1.028,NAN,NAN,244.3,0,NAN,-66.3
8/15/17 15:45,105,227,1545,NAN,0.002,13.52,4.565,1.265,1.003,NAN,0,0,0,0,0,0.161,0.022,12.38,8.62,1.43,1.028,NAN,NAN,243,0,NAN,-66.29
8/15/17 16:00,106,227,1600,NAN,0.002,13.52,4.565,1.265,1.003,NAN,0,0,0,0,0,0.161,0.022,12.4,8.62,1.43,1.029,NAN,NAN,243.7,0,NAN,-66.06
8/15/17 16:15,107,227,1615,NAN,0.002,13.74,4.403,1.258,1.002,NAN,0,0,0,0,0,0.161,0.022,12.36,8.62,1.43,1.028,NAN,NAN,244.2,0,NAN,-66.06
8/15/17 16:30,108,227,1630,0.011,0.001,16.66,2.292,1.168,1.001,NAN,0,0,0,0,0,0.161,0.022,12.37,8.62,1.43,1.028,NAN,NAN,243.8,0,NAN,-66.22
8/15/17 16:45,109,227,1645,NAN,0.002,13.52,4.565,1.265,1.003,NAN,0,0,0,0,0,0.161,0.022,12.37,8.62,1.43,1.028,NAN,NAN,243.8,0,NAN,-66.38
8/15/17 17:00,110,227,1700,NAN,0.002,13.52,4.565,1.265,1.003,NAN,0,0,0,0,0,0.161,0.021,12.36,8.62,1.43,1.028,NAN,NAN,243.9,0,NAN,-66.46
8/15/17 17:15,111,227,1715,NAN,0.002,13.52,4.565,1.265,1.003,NAN,0,0,0,0,0,0.161,0.021,12.37,8.62,1.43,1.028,NAN,NAN,243.6,0,NAN,-66.54
8/15/17 17:30,112,227,1730,NAN,0.002,13.75,4.402,1.258,1.002,NAN,0,0,0,0,0,0.161,0.021,12.42,8.62,1.43,1.028,NAN,NAN,242.9,0,NAN,-66.7
8/15/17 17:45,113,227,1745,NAN,0.001,16.96,2.13,1.161,1.001,NAN,0,0,0,0,0,0.161,0.021,12.37,8.62,1.43,1.028,NAN,NAN,242.8,0,NAN,-66.86
8/15/17 18:00,114,227,1800,NAN,0.001,16.96,2.13,1.161,1.001,NAN,0,0,0,0,0,0.161,0.022,12.34,8.62,1.43,1.028,NAN,NAN,243.4,0,NAN,-66.95
8/15/17 18:15,115,227,1815,NAN,0.001,16.73,2.293,1.168,1.001,NAN,0,0,0,0,0,0.161,0.022,12.35,8.62,1.43,1.028,NAN,NAN,243.2,0,NAN,-67.03
8/15/17 18:30,116,227,1830,0.069,0.002,13.58,4.564,1.265,1.003,NAN,0,0,0,0,0,0.161,0.022,12.35,8.62,1.43,1.028,NAN,NAN,242.7,0,NAN,-67.28
8/15/17 18:45,117,227,1845,NAN,0.001,13.57,4.567,1.265,1.002,NAN,0,0,0,0,0,0.161,0.021,12.36,8.62,1.43,1.028,NAN,NAN,242.2,0,NAN,-67.54
8/15/17 19:00,118,227,1900,NAN,0.001,13.57,4.567,1.265,1.002,NAN,0,0,0,0,0,0.161,0.022,12.35,8.62,1.43,1.028,NAN,NAN,242.4,0,NAN,-67.89
8/15/17 19:15,119,227,1915,NAN,0.001,13.57,4.567,1.265,1.002,NAN,0,0,0,0,0,0.161,0.021,12.33,8.62,1.43,1.028,NAN,NAN,241.4,0,NAN,-68.26
8/15/17 19:30,120,227,1930,NAN,0.001,13.8,4.403,1.258,1.002,NAN,0,0,0,0,0,0.161,0.021,12.37,8.62,1.43,1.028,NAN,NAN,240.7,0,NAN,-68.82
8/15/17 19:45,121,227,1945,NAN,0.001,17.01,2.105,1.16,1.002,NAN,0,0,0,0,0,0.161,0.021,12.35,8.62,1.43,1.028,NAN,NAN,240.5,0,NAN,-69.4
8/15/17 20:00,122,227,2000,NAN,0.001,16.79,2.268,1.167,1.002,NAN,0,0,0,0,0,0.161,0.022,12.34,8.62,1.43,1.028,NAN,NAN,240,0,NAN,-69.91
8/15/17 20:15,123,227,2015,0.069,0.002,13.65,4.562,1.265,1.003,NAN,0,0,0,0,0,0.16,0.022,12.34,8.59,1.429,1.028,NAN,NAN,239.1,0,NAN,-70.54
8/15/17 20:30,124,227,2030,0.065,0.002,13.84,4.561,1.265,1.003,NAN,0,0,0,0,0,0.161,0.022,12.33,8.62,1.43,1.028,NAN,NAN,238.4,0,NAN,-71.1
8/15/17 20:45,125,227,2045,NAN,0.001,16.84,4.561,1.265,1.003,NAN,0,0,0,0,0,0.161,0.022,12.34,8.62,1.43,1.028,NAN,NAN,237.7,0,NAN,-71.55
8/15/17 21:00,126,227,2100,NAN,0.001,16.84,4.561,1.265,1.003,NAN,0,0,0,0,0,0.161,0.022,12.34,8.62,1.43,1.028,NAN,NAN,235.9,0,NAN,-72.15
8/15/17 21:15,127,227,2115,NAN,0.001,16.84,4.561,1.265,1.003,NAN,0,0,0,0,0,0.161,0.021,12.35,8.62,1.43,1.028,NAN,NAN,234.6,0,NAN,-72.65
8/15/17 21:30,128,227,2130,NAN,0.001,16.63,4.561,1.265,1.003,NAN,0,0,0,0,0,0.161,0.022,12.34,8.62,1.43,1.028,NAN,NAN,233.2,0,NAN,-73.03
8/15/17 21:45,129,227,2145,0.069,0.001,13.73,4.567,1.265,1.002,NAN,0,0,0,0,0,0.161,0.022,12.34,8.62,1.43,1.028,NAN,NAN,233.5,0,NAN,-73.7
8/15/17 22:00,130,227,2200,0.069,0.002,13.69,4.562,1.265,1.003,NAN,0,0,0,0,0,0.161,0.022,12.34,8.62,1.43,1.028,NAN,NAN,231.8,0,NAN,-74.12
8/15/17 22:15,131,227,2215,0.069,0.001,13.74,4.57,1.265,1.002,NAN,0,0,0,0,0,0.161,0.022,12.33,8.62,1.43,1.028,NAN,NAN,231.1,0,NAN,-74.41
8/15/17 22:30,132,227,2230,0.069,0.001,13.73,4.569,1.265,1.002,NAN,0,0,0,0,0,0.161,0.022,12.34,8.62,1.43,1.028,NAN,NAN,230.4,0,NAN,-74.7
